title,director,year,country,critic_score,user_score,poster,rt_url
Alone in the Dark,Jack Sholder,1982,United States,78,40%,https://resizing.flixster.com/WkPjh17E7Lt_WfG8Bioo0GW_Bjs=/206x305/v1.bTsxMTI5MTEwNjtqOzE3MzIwOzEyMDA7MTUwMDsyMjUw,https://rottentomatoes.com/m/1000702-alone_in_the_dark
Amityville II: The Possession,Damiano Damiani,1982,United States,7,35%,https://resizing.flixster.com/FwqKxCVWpp-_o8bLl_W3y76w4Dc=/206x305/v1.bTsxMTIwOTgxMTtqOzE3MzE5OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/amityville_2_the_possession
The Appointment,Lindsey C. Vickers,1982,United Kingdom,,33%,https://resizing.flixster.com/Gdf09aptDi0Tv-9KIlNXSr8GNAk=/206x305/v1.bTsxMjEzMTYwMjtqOzE3Mjg1OzEyMDA7MjE0OzQwMA,https://rottentomatoes.com/m/the_appointment_1982
Bakterion,Tonino Ricci,1982,Italy & Spain,,,,
Basket Case,Frank Henenlotter,1982,United States,76,54%,https://resizing.flixster.com/LthmxJb8JbJ152WaEfFQKODmNd4=/206x305/v1.bTsxMTYxNjI5ODtqOzE3MzI0OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/basket_case
The Beast Within,Philippe Mora,1982,United States,13,33%,https://resizing.flixster.com/c0ebrsvxAFKl4JX8_0M7waKul_I=/206x305/v1.bTsxMTYxNTQ0MjtqOzE3MzI0OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/beast_within
Blood Song,Alan J. Levi,1982,United States,,,,
Blood Tide,Richard Jefferies,1982,United States,,10%,https://resizing.flixster.com/ON-4O4pXaKryQqQ1xb7HC6VYj3o=/206x305/v1.bTs5NDg5NjkxO2o7MTcyOTk7MTIwMDsxNzk7MjUw,https://rottentomatoes.com/m/blood_tide
Boardinghouse,John Wintergate,1982,United States,,,,
The Boogens,James L. Conway,1982,United States,33,31%,https://resizing.flixster.com/etG-iYP2MpmDCYvBV2SRYaTUZP0=/206x305/v1.bTsxMTYyMDg1MztqOzE3MzI0OzEyMDA7NzM1OzEwMDA,https://rottentomatoes.com/m/boogens
The Boogeyman,Jeffrey C. Schiro,1982,United States,,52%,https://resizing.flixster.com/ENFi8OJO-G5cBPRTUbhB4qHfGwo=/206x305/v1.bTsxMDg0Mjk3NjtqOzE3MzE1OzEyMDA7MTQ0OzI2MA,https://rottentomatoes.com/m/the-boogeyman-stephen-kings-the-boogeyman
Cat People,Paul Schrader,1982,United States,65,45%,https://resizing.flixster.com/rjMbr1EbSwWilTTVm4XeF_NCTN8=/206x305/v1.bTsxMTIwODk4ODtqOzE3MzE5OzEyMDA7MTE4MjsxNTc2,https://rottentomatoes.com/m/1003758-cat_people
Creepshow,George A. Romero,1982,United States,69,68%,https://resizing.flixster.com/r2ARyE8OMFnT68xlq1APG388sPo=/206x305/v1.bTsxMTI5MTA3MztqOzE3MzIwOzEyMDA7MjI1MDszMDAw,https://rottentomatoes.com/m/creepshow
Curse of the Cannibal Confederates,Tony Malanowski,1982,United States,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/curse_of_the_cannibal_confederates
Dark Sanity,Martin Green,1982,United States,,,https://resizing.flixster.com/p2HRKl_wlW2zAgUzbXu6Cu4tjk0=/206x305/v1.bTsxMjEzMjI3NDtqOzE3Mjg1OzEyMDA7MjEzOzQwMA,https://rottentomatoes.com/m/dark_sanity
Death Screams,David Nelson,1982,United States,,,,
Dogs of Hell,Worth Keeter,1982,United States,,,,
Don't Go to Sleep,Richard Lang,1982,,,67%,https://resizing.flixster.com/BGYbtZY9340PYHwZDNAVmynsM0o=/206x305/v1.bTsxMTYyMzI4MztqOzE3MzI0OzEyMDA7NjY2OzY2Ng,https://rottentomatoes.com/m/dont_go_to_sleep
The Dorm That Dripped Blood,Jeffrey Obrow,1982,United States,0,23%,https://resizing.flixster.com/3U6dAIBsU2tuwElgB7UeVgXQRQc=/206x305/v1.bTsxMTIxOTc5NztqOzE3MzE5OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/the_dorm_that_dripped_blood
Forbidden World,Allan Holzman,1982,United States,60,32%,https://resizing.flixster.com/zwl-mfWBrB64FkefeWy7_XmQNfM=/206x305/v1.bTsxMTIyMDE2MjtqOzE3MzE5OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/forbidden_world
Friday the 13th Part III,Steve Miner,1982,United States,12,43%,https://resizing.flixster.com/zij3jhty_yLgnSr_aBV0Uqc5ZVg=/206x305/v1.bTsxMTE3MjYxMDtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/friday_the_13th_part_3
Halloween III: Season of the Witch,Tommy Lee Wallace,1982,United States,37,25%,https://resizing.flixster.com/CJr3hvYi6faL_0LjlmR60t2leeQ=/206x305/v1.bTsxMTIwOTk2MztqOzE3MzE5OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/halloween_3_season_of_the_witch
Honeymoon Horror,Harry Preston,1982,United States,,0%,https://resizing.flixster.com/tASvaBJJffEeFVvFZsJPCL6PHIw=/206x305/v1.bTsxMjMyNzg2NTtqOzE3Mjg3OzEyMDA7OTA7MTYw,https://rottentomatoes.com/m/honeymoon_horror
Hospital Massacre,Boaz Davidson,1982,United States,,20%,https://resizing.flixster.com/b7J9dRRqgZBwDsSRelNdGYMtalk=/206x305/v1.bTsxMTMxMzE5NTtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/hospital_massacre
Humongous,Paul Lynch,1982,Canada,0,24%,https://resizing.flixster.com/jJiR27dVAzx_XkLUV1_wL_7skVU=/206x305/v1.bTsxMDkxNzY1NjtqOzE3MzE2OzEyMDA7NTgwOzg5OA,https://rottentomatoes.com/m/humongous
Invitation to Hell,Michael J. Murphy,1982,United Kingdom,,0%,https://resizing.flixster.com/qHmeediHC8LaDGRy26vXN_5wLLU=/206x305/v1.bTsxMDk0MjUzNjtqOzE3MzE2OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/1010701-invitation_to_hell
The Last Horror Film,David Winters,1982,United States,,,,
The Living Dead Girl,Jean Rollin,1982,France,,43%,https://resizing.flixster.com/Ob0mE6yDow0zHrjpqsiRNbAhFgc=/206x305/v1.bTsxMTYxNzIxOTtqOzE3MzI0OzEyMDA7MzUxOzQ3NQ,https://rottentomatoes.com/m/living_dead_girl
Madman,Joe Giannone,1982,United States,,,,
Manhattan Baby,Lucio Fulci,1982,Italy,,,,
The New York Ripper,Lucio Fulci,1982,Italy,17,54%,https://resizing.flixster.com/YaWwLqWQ1KoLSSX7C7Jm7VF72i8=/206x305/v1.bTsxMTIwNTI5NTtqOzE3MzE5OzEyMDA7MTAyNDsxMzY1,https://rottentomatoes.com/m/new_york_ripper
Next of Kin,Tony Williams,1982,Australia & New Zealand,,60%,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/1014945-next_of_kin
Night Warning,William Asher,1982,United States,,,,
Parasite,Charles Band,1982,United States,11,13%,https://resizing.flixster.com/xqltGoEkbRVfIMr-igcoPmJ6AJ0=/206x305/v1.bTsxMTYxODEzNjtqOzE3MzI0OzEyMDA7NzMwOzEzMTI,https://rottentomatoes.com/m/parasite_1982
Pieces,Juan Piquer Sim&oacute;n,1982,United States & Spain & Puerto Rico,,,,
Poltergeist,Tobe Hooper,1982,United States,88,78%,https://resizing.flixster.com/niL93CQ367Wyz6o8L2DijgtFum0=/206x305/v1.bTsxMTE2ODExMTtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/poltergeist
Q,Larry Cohen,1982,United States,65,42%,https://resizing.flixster.com/LfSE0aISUuYAt-PJA4r_vkfHNlQ=/206x305/v1.bTsxMTIxNjA0NDtqOzE3MzE5OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/q
Satan's Mistress,James Polakof,1982,United States,,60%,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/satans_mistress
The Sender,Roger Christian,1982,United Kingdom,,30%,https://resizing.flixster.com/5QHbKf1AZ9A74YL-FL45wwKNUNw=/206x305/v1.bTsxMDgzOTg3MDtqOzE3MzE1OzEyMDA7Nzc7MTQw,https://rottentomatoes.com/m/1018569-sender
The Slayer,J.S. Cardone,1982,United States,,28%,https://resizing.flixster.com/k-k9NYC62pxAvWYCEaMuzqvCU-M=/206x305/v1.bTsxMTYxOTA1MDtqOzE3MzI0OzEyMDA7NTgwOzg5OQ,https://rottentomatoes.com/m/1019176-slayer
The Slumber Party Massacre,Amy Holden Jones,1982,United States,36,45%,https://resizing.flixster.com/vC84o06rQkqw5I9nKmcN7fMBfE8=/206x305/v1.bTsxMjIwMTk0MTtqOzE3Mjg2OzEyMDA7MzMzOzQ3NQ,https://rottentomatoes.com/m/slumber_party_massacre
Tenebrae,Dario Argento,1982,Italy,,,,
The Thing,John Carpenter,1982,United States,81,92%,https://resizing.flixster.com/rJ46kzYWblgPA08URzRRYawXFd0=/206x305/v1.bTsxMTE2ODg5NTtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/1021244-thing
Unhinged,Don Gronquist,1982,United States,,25%,https://resizing.flixster.com/gmcjLVhE9M9JMOg9N6NQpYyGD9g=/206x305/v1.bTsxMTYyMDY4NDtqOzE3MzI0OzEyMDA7NDU5OzY0OA,https://rottentomatoes.com/m/unhinged
Variola Vera,Goran Marković,1982,Socialist Federal Republic of Yugoslavia,,89%,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/variola_vera
La Villa delle anime maledette,Carlo Ausino,1982,Italy,,,,
Visiting Hours,Jean-Claude Lord,1982,Canada,15,25%,https://resizing.flixster.com/W8mvqI_Pu0Jax5LcXnryrqUeyJU=/206x305/v1.bTsxMTYxODkyMztqOzE3MzI0OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/visiting_hours
American Nightmare,Don McBrearty,1983,Canada,,19%,https://resizing.flixster.com/s_6nY1TuooGF8iVt4UlLNX-MPvY=/206x305/v1.bTsxMTIxNDcxODtqOzE3MzE5OzEyMDA7MTQzMTsyMTM0,https://rottentomatoes.com/m/1000849-american_nightmare
A Blade in the Dark,Lamberto Bava,1983,Italy,,37%,https://resizing.flixster.com/cs070FfGguRpQ1rBgBtgB0Zc9m4=/206x305/v1.bTsxMTIxNDIxNztqOzE3MzE5OzEyMDA7OTk5OzEzMzI,https://rottentomatoes.com/m/blade_in_the_dark
Boogeyman II,Bruce Starr,1983,United States,,11%,https://resizing.flixster.com/Kmi1VRiOjWF4WD4jMPseo-XMZY0=/206x305/v1.bTsxMjMyNzgyMTtqOzE3Mjg3OzEyMDA7MjUwOzQwMA,https://rottentomatoes.com/m/the_boogeyman_ii
Chained Heat,Paul Nicholas,1983,United States,56,43%,https://resizing.flixster.com/lS5U2Y0qnkELSUD0hqeWrSFB5dM=/206x305/v1.bTsxMTIzMjExOTtqOzE3MzIwOzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/chained_heat
Christine,John Carpenter,1983,United States,68,63%,https://resizing.flixster.com/Ou8FI9aXHcmpbxsbfl-uGqVclHk=/206x305/v1.bTsxMTYxNDk1MjtqOzE3MzI0OzEyMDA7NzI5Ozk3Mg,https://rottentomatoes.com/m/christine
Cujo,Lewis Teague,1983,United States,60,45%,https://resizing.flixster.com/tAZJKRd4j3o5UrKTfLNBRo1ngxs=/206x305/v1.bTsxMTQ1MzkwMjtqOzE3MzIyOzEyMDA7MTEyNTsxNTAw,https://rottentomatoes.com/m/cujo
Curtains,"Richard Ciupka, Jonathan Stryker",1983,Canada,60,39%,https://resizing.flixster.com/yaVRoSy0hd1jgR0-NUnL9NUjeyY=/206x305/v1.bTsxMjExMDA0MTtqOzE3Mjg1OzEyMDA7MTUwOzIyMQ,https://rottentomatoes.com/m/curtains
The Dead Zone,David Cronenberg,1983,,90,76%,https://resizing.flixster.com/u575ZAObH7WKW8RVbHYYE6jpPV4=/206x305/v1.bTsxMTI5MDk3NTtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/dead_zone
The Deadly Spawn,Douglas McKeown,1983,United States,,52%,https://resizing.flixster.com/_lhNTPSteHZ_BDH_3g97dYXuE5E=/206x305/v1.bTsxMTI5MTg0MztqOzE3MzIwOzEyMDA7MTIxNTsyMTk4,https://rottentomatoes.com/m/return_of_the_aliens_the_deadly_spawn_1983
Death Warmed Up,David Blyth,1983,Australia & New Zealand,,,,
Le D&eacute;mon dans l'&icirc;le,Francis Leroi,1983,France,,,,
The Demon Murder Case,William Hale,1983,United States,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/the_demon_murder_case
The Demons of Ludlow,Bill Rebane,1983,United States,,12%,https://resizing.flixster.com/X8mxz9W0jra55NVyMB6eljdYtB8=/206x305/v1.bTsxMTU0NDg3MztqOzE3MzIzOzEyMDA7NDMwOzYwOQ,https://rottentomatoes.com/m/demons_of_ludlow
The Devonsville Terror,Ulli Lommel,1983,United States,,25%,https://resizing.flixster.com/oZ1wDidz2eejKuo_qTbB_9V9BjE=/206x305/v1.bTsxMjMzMDAyMDtqOzE3Mjg3OzEyMDA7Nzc7MTQw,https://rottentomatoes.com/m/devonsville_terror
Dracula Tan Exarchia,Nikos Zervos,1983,Greece,,,,
Eyes of Fire,Avery Crounse,1983,United States,,73%,https://resizing.flixster.com/7Q6OKSXDXunzMokwjsvkeKAa0UI=/206x305/v1.bTsxMTMxMjM4MztqOzE3MzIwOzEyMDA7OTMzOzE2MDA,https://rottentomatoes.com/m/eyes_of_fire
The Forest,Donald M. Jones,1983,United States,,14%,https://resizing.flixster.com/-EE0UghIfy-xQpOl9_xNkR_rOh4=/206x305/v1.bTsxMjAyODU4MjtqOzE3Mjg0OzEyMDA7MjM0OzQwMA,https://rottentomatoes.com/m/the-forest-1982
Frightmare,Norman Thaddeus Vane,1983,United States,,19%,https://resizing.flixster.com/HVuXQNwXDbPx-0gvW9i-nPmwDNI=/206x305/v1.bTsxMTI5ODE0NTtqOzE3MzIwOzEyMDA7MTkyMDsyODM5,https://rottentomatoes.com/m/frightmare_1983
House of the Long Shadows,Pete Walker,1983,United Kingdom,,43%,https://resizing.flixster.com/BWElE-euNnk8LsldrgdMZyaOx8o=/206x305/v1.bTsxMjI2NTY4MTtqOzE3Mjg2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/house_of_the_long_shadows
The House on Sorority Row,Mark Rosman,1983,United States,50,34%,https://resizing.flixster.com/iUcCwL5qdwf-z3NpEr_VmwK1MFc=/206x305/v1.bTsxMTIyNDk5MTtqOzE3MzE5OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/house_on_sorority_row
The Hunger,Tony Scott,1983,United Kingdom,48,66%,https://resizing.flixster.com/UfRejEdDE_CK9Wj2FihzbRSZKvk=/206x305/v1.bTs5NTgzNjIyO2o7MTczMDA7MTIwMDszMDA7NDk0,https://rottentomatoes.com/m/the_hunger
Jaws 3-D,Joe Alves,1983,United States,11,17%,https://resizing.flixster.com/5fcWHeFDNqtntGZOm9hvbBniuT0=/206x305/v1.bTsxMTI5MDIzMDtqOzE3MzIwOzEyMDA7MTUyMTsyMTQx,https://rottentomatoes.com/m/jaws_3
Julie Darling,Paul Nicholas,1983,Canada & West Germany,,,,
The Keep,Michael Mann,1983,United Kingdom,36,43%,https://resizing.flixster.com/ERZQVsUbTz1E5SstlC9HSUmf3Wc=/206x305/v1.bTsxMTI5NjE0ODtqOzE3MzIwOzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/keep
The Killing of Satan,Efren C. Pi&ntilde;on,1983,Philippines,,,,
Mausoleum,Michael Dugan,1983,United States,,30%,https://resizing.flixster.com/c825nYsMF0jp-_KxFO_cSgQc3JM=/206x305/v1.bTsxMTIzMzkyODtqOzE3MzIwOzEyMDA7ODAwOzExMDQ,https://rottentomatoes.com/m/mausoleum
Microwave Massacre,Wayne Berwick,1983,United States,,34%,https://resizing.flixster.com/8zt4QAaneEwRgGqALFbLf2r2BcA=/206x305/v1.bTsxMjMyNjY0MztqOzE3Mjg3OzEyMDA7MjQ4OzQwMA,https://rottentomatoes.com/m/microwave_massacre
Mongrel,Robert A. Burns,1983,United States,,,,
Mortuary,Howard Avedis,1983,United States,,,,
Nightmares,Joseph Sargent,1983,United States,17,32%,https://resizing.flixster.com/jldKVmrGDiM2e18-NSkTd99Z_MQ=/206x305/v1.bTsxMTIwODc0OTtqOzE3MzE5OzEyMDA7MTI3NzsxODc1,https://rottentomatoes.com/m/nightmares
One Dark Night,Tom McLoughlin,1983,United States,,,,
Panic Beats,Paul Naschy,1983,Spain,,19%,https://resizing.flixster.com/m6wzUVT6pesxYNQ03tpNkvwhTmg=/206x305/v1.bTsxMjExNDExNjtqOzE3Mjg1OzEyMDA7OTg7MTQw,https://rottentomatoes.com/m/panic_beats
Psycho II,Richard Franklin,1983,United States,59,53%,https://resizing.flixster.com/qhP_vpDYH8epgC7gpzXR36p_Ln0=/206x305/v1.bTsxMTM3MzAzNTtqOzE3MzIxOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/psycho_2
Scalps,Fred Olen Ray,1983,United States,,13%,https://resizing.flixster.com/Kpd7ZG630IvguG3ADh28s4kwxwQ=/206x305/v1.bTsxMTU0ODcxNztqOzE3MzIzOzEyMDA7NjY2Ozk5Mg,https://rottentomatoes.com/m/1131158-scalps
Screamtime,Michael Armstrong,1983,United Kingdom,,,,
Skullduggery,Ota Richter,1983,Canada,,,,
Sledgehammer,David A. Prior,1983,United States,,,https://resizing.flixster.com/QX5vqBi0O-OaC3B60Av1KuwV9do=/206x305/v1.bTsxMjIyNDc4NjtqOzE3Mjg2OzEyMDA7NzUwOzEwNzk,https://rottentomatoes.com/m/sledgehammer
Sleepaway Camp,Robert Hiltzik,1983,United States,83,60%,https://resizing.flixster.com/1bWgQebYUNn-xCJyJW3khzcZjOU=/206x305/v1.bTsxMTYxNDgwNjtqOzE3MzI0OzEyMDA7Nzk4OzEwNjQ,https://rottentomatoes.com/m/sleepaway_camp
Sole Survivor,Thom Eberhardt,1983,United States,,56%,https://resizing.flixster.com/gKF56J17qhXDawFaqzbfncBnA4E=/206x305/v1.bTsxMTIyNjkyMDtqOzE3MzE5OzEyMDA7MTUyMjsyMTQ1,https://rottentomatoes.com/m/sole_survivor
Something Wicked This Way Comes,Jack Clayton,1983,United States,58,64%,https://resizing.flixster.com/IRr6VieHbL9ti8AflfwGdzx1L2k=/206x305/v1.bTsxMTIwODIwMTtqOzE3MzE5OzEyMDA7MTUwMDsyMDAw,https://rottentomatoes.com/m/something_wicked_this_way_comes
Spasms,William Fruet,1983,Canada,,6%,https://resizing.flixster.com/yRU9pGFhh8LClC_AqDgVewW6tIs=/206x305/v1.bTsxMjE5MDAwNDtqOzE3Mjg2OzEyMDA7MTUwOzIzMA,https://rottentomatoes.com/m/spasms
Sweet Sixteen,Jim Sotos,1983,United States,,20%,https://resizing.flixster.com/nab_KJLJfgmzTP7tNUFVLcFhCDk=/206x305/v1.bTsxMjEyMjc0NDtqOzE3Mjg1OzEyMDA7MjI2OzQwMA,https://rottentomatoes.com/m/sweet_sixteen_1983
Thriller,John Landis,1983,United States,,88%,https://resizing.flixster.com/npZzKsW3G1p6Qaej3E30robyuWs=/206x305/v1.bTsxMjMwMjI5OTtqOzE3Mjg3OzEyMDA7MzkwOzE1MA,https://rottentomatoes.com/m/thriller
Videodrome,David Cronenberg,1983,Canada,78,81%,https://resizing.flixster.com/e51CVuTIcPeg1gS17hwjcDDK9H0=/206x305/v1.bTsxMTIxNDAxMTtqOzE3MzE5OzEyMDA7MTE4ODsxNTg0,https://rottentomatoes.com/m/videodrome
Xtro,Harry Bromley Davenport,1983,United Kingdom,20,35%,https://resizing.flixster.com/Iat2_iL6rjm7M6u7T6ofHRjSyFE=/206x305/v1.bTsxMTYxNDk0MDtqOzE3MzI0OzEyMDA7MzUzOzUwMA,https://rottentomatoes.com/m/xtro
Zeder,Pupi Avati,1983,Italy,,46%,https://resizing.flixster.com/kT8pFMDYTjGL4Jrh-L7-J7RJTKA=/206x305/v1.bTsxMTIwOTUxMztqOzE3MzE5OzEyMDA7MTAxNjsxNDUw,https://rottentomatoes.com/m/zeder
"The Barbaric Beast of Boggy Creek, Part II",Charles B. Pierce,1984,United States,,,,
Bog,Don Keeslar,1984,United States,,16%,https://resizing.flixster.com/ZvgvQt7REQgE3lPXr_R9amq4ry4=/206x305/v1.bTsxMjIwMTE5OTtqOzE3Mjg2OzEyMDA7MzU2OzUwMA,https://rottentomatoes.com/m/boggy_creek_2
C.H.U.D.,Douglas Cheek,1984,United States,23,32%,https://resizing.flixster.com/Qa46-praW4jt1cIlBTK8uVrB98Y=/206x305/v1.bTsxMTI5MTE2NztqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/chud
Children of the Corn,Fritz Kiersch,1984,United States,38,40%,https://resizing.flixster.com/KOEwwvcGLVj1Ok_440JHBm7wHJw=/206x305/v1.bTsxMTM3MjYxMztqOzE3MzIxOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1004047-children_of_the_corn
The Company of Wolves,Neil Jordan,1984,United Kingdom,77,73%,https://resizing.flixster.com/WnMJM9BV3jK2FfmRTjWsuXTY1ZE=/206x305/v1.bTsxMjE4NTMzMTtqOzE3Mjg2OzEyMDA7MTk4OzI2NA,https://rottentomatoes.com/m/company_of_wolves
Deadly Intruder,John McCauley,1984,United States,,42%,https://resizing.flixster.com/r0YpReUUA1ttjAUzoDmWWOcedPo=/206x305/v1.bTsxMjEzMjMxMTtqOzE3Mjg1OzEyMDA7MTQ0OzI2MA,https://rottentomatoes.com/m/deadly_intruder
Don't Open Till Christmas,Edmund Purdom,1984,United Kingdom,,11%,https://resizing.flixster.com/QXKw9Jv0e2DSnTCOLTXbLJoOL8E=/206x305/v1.bTsxMjExNTc4NztqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/dont_open_till_christmas
Friday the 13th: The Final Chapter,Joseph Zito,1984,United States,25,50%,https://resizing.flixster.com/2l0LoP7XC97EAwlyeV3VEHgmX0A=/206x305/v1.bTsxMTE3MjYxMTtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/friday_the_13th_the_final_chapter
Gremlins,Joe Dante,1984,United States,85,77%,https://resizing.flixster.com/9c8NOTojiErP_xCAq55WptCW2is=/206x305/v1.bTsxMTE3MDc5NDtqOzE3MzE5OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/gremlins
Hunters of the Night,Visa M&auml;kinen,1984,Finland,,,,
The Initiation,Larry Stewart,1984,United States,,30%,https://resizing.flixster.com/gQ0U2Y46blT1Onc8E4DS7qWnzgs=/206x305/v1.bTsxMTIxNzU2NTtqOzE3MzE5OzEyMDA7MTEzNjsxNjAw,https://rottentomatoes.com/m/1010563-initiation
Innocent Prey,Colin Eggleston,1984,Australia,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/innocent_prey
Invitation to Hell,Wes Craven,1984,United States,,24%,https://resizing.flixster.com/kbPBas3cvGCg2jqYUdgAtu6KBqE=/206x305/v1.bTsxMTYyMjkyODtqOzE3MzI0OzEyMDA7NDAwOzU5Mw,https://rottentomatoes.com/m/1010702-invitation_to_hell
Monster Dog,Claudio Fragasso,1984,Spain & United States,,23%,https://resizing.flixster.com/Fn2Sc6YJW6VDjzANvZ6L24sFCCc=/206x305/v1.bTsxMjExMjYzNTtqOzE3Mjg1OzEyMDA7MzAwOzM5MA,https://rottentomatoes.com/m/leviatan-monster-dog-the-bite
Night of the Comet,Thom Eberhardt,1984,United States,82,57%,https://resizing.flixster.com/8-ukKI_ecUOugElV3oCTJBnYZIw=/206x305/v1.bTsxMTIwODM3MDtqOzE3MzE5OzEyMDA7MjE3ODsyOTA0,https://rottentomatoes.com/m/night_of_the_comet
A Nightmare on Elm Street,Wes Craven,1984,United States,94,83%,https://resizing.flixster.com/K9xAnfYQYqg7V17zl8cO0pJxhto=/206x305/v1.bTsxMTYxNDc4OTtqOzE3MzI0OzEyMDA7MzI0OzQzMg,https://rottentomatoes.com/m/a_nightmare_on_elm_street
The Prey,Edwin Brown,1984,United States,,,,
Purana Mandir,Shyam Ramsay,1984,India,,40%,https://resizing.flixster.com/oZrTv8MdsjQZ51vFasNAJpnwUDk=/206x305/v1.bTsxMjE4OTk2OTtqOzE3Mjg2OzEyMDA7OTg7MTM5,https://rottentomatoes.com/m/old-temple-the-purana-mandir
Razorback,Russell Mulcahy,1984,Australia,,51%,https://resizing.flixster.com/jVTfyHrM1AUM7LeCp8fE8PxM7Dc=/206x305/v1.bTsxMjE4ODY3NTtqOzE3Mjg2OzEyMDA7MTMyOzI1MA,https://rottentomatoes.com/m/razorback
Satan's Blade,L. Scott Castillo Jr.,1984,United States,,0%,https://resizing.flixster.com/CKBqHEuhVte9hkN3PEYcUamAZHo=/206x305/v1.bTsxMTE5NjU0MztqOzE3MzE5OzEyMDA7NzAxOzk5NA,https://rottentomatoes.com/m/satans_blade
Scream for Help,Michael Winner,1984,United Kingdom,,47%,https://resizing.flixster.com/vnnB5_mTWHDH-97biS_HrXikeoE=/206x305/v1.bTsxMjI2NDkxMDtqOzE3Mjg2OzEyMDA7NTc5Ozc3Mg,https://rottentomatoes.com/m/scream_for_help
The Sea Serpent,Amando de Ossorio,1984,Spain,,,,
Silent Madness,Simon Nuchtern,1984,United States,,11%,https://resizing.flixster.com/d-n-KbJmg3UkA46nXtHhyK2F5zQ=/206x305/v1.bTsxMjExMDU0MjtqOzE3Mjg1OzEyMDA7MjE4OzQwMA,https://rottentomatoes.com/m/silent_madness
"Silent Night, Deadly Night",Charles E. Sellier Jr.,1984,United States,31,39%,https://resizing.flixster.com/6DXUYtJ6YRpevNwQTC6gpaZoD8Y=/206x305/v1.bTsxMTI5NDk0OTtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/silent_night_deadly_night
Splatter University,Richard Haines,1984,United States,,19%,https://resizing.flixster.com/G62O29YI-s9792T_1jNjp_VTdp4=/206x305/v1.bTsxMTIxNDcxNjtqOzE3MzE5OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/splatter_university
Strangler vs. Strangler,Slobodan Sijan,1984,Socialist Federal Republic of Yugoslavia,,,,
Superstition,James W. Roberson,1984,Canada,,,,
The Tenant,Ronny Yu,1984,Hong Kong,,,,
Terror in the Aisles,Andrew J. Kuehn,1984,United States,57,54%,https://resizing.flixster.com/YEP1EUx4xVlaiveycKpIvPLJe7I=/206x305/v1.bTsxMTIyMDA0MDtqOzE3MzE5OzEyMDA7MTkyMDsxMDgw,https://rottentomatoes.com/m/terror_in_the_aisles
Amazonia: The Catherine Miles Story,Mario Gariazzo,1985,Italy,,42%,https://resizing.flixster.com/W8p8og3tPeVXWIw5RsB65oiTu6s=/206x305/v1.bTsxMDg2MTA0MjtqOzE3MzE1OzEyMDA7MTA0OzE0OQ,https://rottentomatoes.com/m/amazonia_the_catherine_miles_story
Attack of the Beast Creatures,Michael Stanley,1985,United States,,25%,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/attack_of_the_beast_creatures
The Bad Seed,Paul Wendkos,1985,United States,,,,
Bits and Pieces,Leland Thomas,1985,United States,,,,
